#station,X,Y,Z
dsa-1627,-2033820.0071030965,-4486992.097705668,4040206.141795238
dsa-1628,-2031764.9634708855,-4480925.637173919,4047913.552279936
dsa-1629,-2033560.8671188878,-4483319.167005764,4044383.694049394
dsa-1630,-2032224.3832025144,-4483104.494368482,4045287.247962826
dsa-1631,-2032327.549756984,-4485642.474682114,4042440.1337918555
dsa-1632,-2037353.9844296374,-4487670.151732131,4037688.687955226
dsa-1633,-2041014.2653561581,-4485334.093478463,4038430.7655904326
dsa-1634,-2038401.1136708397,-4478431.112688901,4047341.6487170705
dsa-1635,-2037109.2322109258,-4489177.801011705,4036146.3228027974
dsa-1636,-2036522.169850944,-4478436.497831499,4048275.166069194
dsa-1637,-2036230.6069702948,-4483971.974860974,4042330.040509673
dsa-1638,-2034506.4398608971,-4486298.708460453,4040627.682409541
dsa-1639,-2037113.3672747258,-4483311.7617997695,4042615.6298634177
dsa-1640,-2031528.3910738458,-4483394.46636627,4045315.2778125205
dsa-1641,-2035009.8750025977,-4485480.572117623,4041278.0226051677
dsa-1642,-2035372.3368509852,-4489936.195263789,4036178.7794524347
dsa-1643,-2034673.0613835142,-4481186.279569169,4046175.6508139092
dsa-1644,-2032486.2785635977,-4489243.320415151,4038388.348810002
dsa-1645,-2031674.0297938585,-4485257.038167217,4043191.1824607174
dsa-1646,-2034180.323302015,-4491388.201596041,4035170.8729183935
dsa-1647,-2032370.3669328904,-4485728.357296444,4042324.0880596503
dsa-1648,-2031383.5737466034,-4484152.379774513,4044553.003981731
dsa-1649,-2033216.571010464,-4479546.733820427,4048705.446767998
